Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/9/15,,3:58:33 AM,E041890,,,,More information required.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2825424,ICA 15528/Watertown File Processing from Automated Exceptions (22 records),,,,,AUTOCANCEL,,3,3/9/15,3:26:08 PM,,E020263,,,CISNA,6/21/15,4:03:32 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,PROJECT NAME/NUMBER,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/11/15,,10:06:08 AM,E046572,,,,Clarification,,,,,,,,,,,,,,,
3/11/15,,3:21:48 PM,E020147,,,,Outbound files have been generated but not sent--see below,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2830388,Charter One -Production Rebate Header Update Needed,,,,,SUBMITTED,,2,3/12/15,9:37:53 AM,,E020263,,,RPPS-MF-BO-CHG_TR,3/12/15,12:11:27 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/12/15,,12:10:41 PM,E020147,,,,updated the value in the rebate header field in PROD (approval from Cameron),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2832292,ICA 15528/Watertown Automation Extension,,,,,AUTOCANCEL,,3,3/13/15,10:15:33 AM,,E020263,,,RPPS-MF-BO-CHG_TR,6/21/15,4:03:32 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,PROJECT NAME/NUMBER,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/13/15,,10:29:16 AM,E020147,,,,automation has been extended,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2833134,CIS-2014-04761 RBS Citizens Cash Back Program Product - Delete,,,,,SUBMITTED,,3,3/13/15,3:05:34 PM,,E041588,,,CISNA,3/17/15,10:24:16 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/17/15,,4:22:56 PM,E041588,,,,Account Information,,,,,,,,,,,,,,,
3/17/15,,2:47:39 PM,E041588,,,,Please do not purge those accounts,,,,,,,,,,,,,,,
3/17/15,,10:23:31 PM,E033372,,,,Attached a list of the 4 accounts purged.,,,,,,,,,,,,,,,
3/16/15,,9:13:02 AM,E041588,,,,Thank you,,,,,,,,,,,,,,,
3/17/15,,4:17:24 PM,E033372,,,,The accounts had to be purged.,,,,,,,,,,,,,,,
3/13/15,,7:13:47 PM,E033372,,,,Accounts with deleted bank product have been purged.,,,,,,,,,,,,,,,
3/13/15,,7:16:49 PM,E033372,,,,Bank Product was removed from the Citizens Cashback program,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2834852,Member Impl -- USAA,,,,,SUBMITTED,,3,3/16/15,12:03:54 PM,,E020263,,,MRSOWN,3/17/15,11:44:30 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/17/15,,10:45:12 AM,E041588,,,,See new description,,,,,,,,,,,,,,,
3/17/15,,8:12:53 AM,E041588,,,,Internal Discussion on VFF,,,,,,,,,,,,,,,
3/17/15,,11:43:36 AM,E038105,,,,Attached the file.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2837017,Member Impl -- USAA Cash Back Account Not Enrolling,,,,,SUBMITTED,,3,3/17/15,11:07:18 AM,,E041588,,,MRSOWN,3/25/15,4:02:54 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the related workorders,,,,,,,,,,,,,,,,,,,,,,
Related Record Key,,RELATEDRECORDID,,,,,,,,,,,,,,,,,,,,
ACT2842387,,1713069,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/25/15,,4:01:35 AM,E041890,,,,Incorrect setup,,,,,,,,,,,,,,,
3/20/15,,11:58:05 AM,E041890,,,,ACT2842387 created & sent to Dev,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2837784,CIS-2014-04761 RBS Citizens - Statement Group Addition,,,,,SUBMITTED,,3,3/17/15,4:13:49 PM,,E041588,,,CISNA,3/18/15,9:35:02 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/18/15,,9:34:34 PM,E046572,,,,Request Done,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2841729,MTF - Loaylty Analysis - Administered Rewards Items by Vendor - Report Not Working,,,,,SUBMITTED,,3,3/19/15,4:09:11 PM,,E022552,,,MRSOWN,3/23/15,6:36:40 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/23/15,,6:34:23 PM,E033372,,,,Software defect created.   INC799357 / PRB69471 :  MTF - Loaylty Analysis - Administered Rewards Ite,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2850707,New ICA addition in MRS MTF and PROD,,,,,SUBMITTED,,3,3/26/15,3:31:23 AM,,E049704,,,CISMEA,3/27/15,1:48:07 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/27/15,,1:46:18 PM,E020147,,,,Chase Bank Kenya has been added to the dropdown in System Maintenance,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2851510,ICA 15528/Watertown Savings Bank (Truaxis) Production Setup,,,,,AUTOCANCEL,,3,3/26/15,9:24:06 AM,,E020263,,,CISNA,6/21/15,4:03:32 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,PROJECT NAME/NUMBER,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/8/15,,11:17:36 PM,E055542,,,,Action file created,,,,,,,,,,,,,,,
3/27/15,,4:44:37 PM,E020147,,,,Watertown configuration is complete in MRS,,,,,,,,,,,,,,,
3/27/15,,4:45:32 PM,E020147,,,,MRS BATCH-please configure Truaxis member for PRODUCTION,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2851714,CIS-2014-04761 RBS Citizens Cash Back File Processing Notifications,,,,,SUBMITTED,,3,3/26/15,10:20:17 AM,,E041588,,,CISNA,3/26/15,11:29:36 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/26/15,,11:28:14 PM,E046571,,,,Request done,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2853440,Purge request list 1 and list 2 for Q2,,,,,SUBMITTED,,3,3/27/15,8:59:24 AM,,L203017,,,CISMEA,6/21/15,10:30:00 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
6/21/15,,10:27:52 PM,E033372,,,,Purge completed.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2853572,CS tool - points to expire view issue,,,,,SUBMITTED,,3,3/27/15,9:54:44 AM,,L203017,,,CISMEA,5/13/15,11:13:25 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
Program Configuration,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/17/15,,8:57:23 AM,L203017,,,,,,,,,,,,,,,,,,,
4/29/15,,3:14:28 AM,E041890,,,,Further questions,,,,,,,,,,,,,,,
4/22/15,,5:16:28 AM,E041890,,,,Current status,,,,,,,,,,,,,,,
3/30/15,,2:12:42 PM,L203017,,,,Reworking since the issue is not yet solved.,,,,,,,,,,,,,,,
3/31/15,,1:56:08 AM,E041890,,,,Security group question,,,,,,,,,,,,,,,
3/27/15,,11:03:15 AM,E041890,,,,Awaiting feedback,,,,,,,,,,,,,,,
5/13/15,,11:03:51 AM,E041890,,,,Program configuration,,,,,,,,,,,,,,,
5/13/15,,2:00:24 AM,L203017,,,,still not working- to be escalated,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2856062,WonderDuck Rewards Implementation - Bulk upload required,,,,,SUBMITTED,,3,3/30/15,6:45:14 AM,,E034571,,,CISEUR,4/2/15,4:10:31 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/2/15,,6:25:55 AM,E022535,,,,,,,,,,,,,,,,,,,
4/2/15,,4:06:57 PM,E038105,,,,We have loaded the data into the tables,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2857102,ICA 15528/Watertown BCN Replacement and File Recreation,,,,,AUTOCANCEL,,3,3/30/15,2:58:54 PM,,E020263,,,RPPS-MF-BO-CHG_TR,6/21/15,4:03:32 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,PROJECT NAME/NUMBER,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
3/30/15,,4:24:50 PM,E020147,,,,Removed the BCN replacement and recreated/sent files to Truaxis,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2861165,CIS-2014-04761 RBS Citizens File Automation Assurance,,,,,SUBMITTED,,3,4/1/15,2:45:01 PM,,E041588,,,CISNA,4/2/15,2:55:04 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/2/15,,2:50:24 AM,E055410,,,,Response below,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2862582,Lounge Billing MCBS Input File Creation - Testing,,,,,SUBMITTED,,3,4/2/15,8:24:33 AM,,E001855,,,MRSOWN,4/2/15,12:43:04 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/2/15,,12:40:59 PM,E038105,,,,File generated.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2864524,CIS-2014-04761 RBS Citizens Website Inquiries,,,,,SUBMITTED,,3,4/3/15,7:34:03 AM,,E041588,,,CISNA,4/24/15,10:13:51 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/24/15,,10:13:19 AM,E050840,,,,Confirm resolution,,,,,,,,,,,,,,,
4/9/15,,2:57:33 PM,E041588,,,,Ignore the Issues of Acc2 and Cashback,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2870055,11,,,,,SUBMITTED,,5,4/8/15,4:12:47 AM,,E034067,,,CHDRSL,4/8/15,5:24:28 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/8/15,,5:23:40 AM,E041890,,,,Assigned in error?,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2870453,adjustment_type analysis and cleanup strategy on duplicates and INACTIVE member defined,,,,,SUBMITTED,,3,4/8/15,8:49:50 AM,,E030232,,,MRSOWN,4/13/15,4:24:31 AM,,,Production Servers,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
0000 - NonMember Specific,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Batch Processing,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/13/15,,4:22:22 AM,E046572,,,,Details Provided,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2871110,Member Impl -- Rogers Bank updating ICA,,,,,SUBMITTED,,3,4/8/15,2:30:12 PM,,E054112,,,MRSOWN,4/8/15,3:06:44 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/8/15,,3:06:17 PM,E020147,,,,ICA has been changed in both MTF and PROD,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2872305,Member Impl -- USAA - Dress Rehersal,,,,,SUBMITTED,,3,4/9/15,9:40:36 AM,,E041588,,,MRSOWN,4/9/15,9:51:13 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/9/15,,9:46:39 AM,E033372,,,,Please end date the programs incorrectly created.,,,,,,,,,,,,,,,
4/9/15,,10:32:00 AM,E041588,,,,Thank you,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2873136,CIS-2014-04761 RBS Citizens Cash Back Plus Project,,,,,SUBMITTED,,3,4/9/15,3:08:34 PM,,E041588,,,CISNA,5/6/15,3:32:45 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,BATCH JOB NAME,,,,,,,,,
,,,,,,,,,,,,,BATCH MEMBER,,,,,,,,,
5548 - CHARTER ONE BANK  F.S.B.,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Batch Processing,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
5/6/15,,1:51:28 PM,E041588,,,,Please attach 5/6/2015 VFF to activity,,,,,,,,,,,,,,,
5/6/15,,3:30:42 PM,E038105,,,,VFF generated and Sent.,,,,,,,,,,,,,,,
4/20/15,,3:05:48 PM,E038105,,,,Automation done,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2874496,CIS-2014-04761 RBS Statement Group Update,,,,,SUBMITTED,,3,4/10/15,1:55:55 PM,,E041588,,,CISNA,4/13/15,3:54:47 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/13/15,,3:37:51 PM,E041588,,,,Hi Manoj,,,,,,,,,,,,,,,
4/13/15,,3:54:26 PM,E038105,,,,Report attached.,,,,,,,,,,,,,,,
4/10/15,,2:22:21 PM,E038105,,,,Need clarification,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2874719,CIS-2014-09127 Keybank File Automation Request,,,,,SUBMITTED,,3,4/10/15,3:40:55 PM,,E041588,,,CISNA,4/21/15,4:17:45 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/20/15,,12:46:40 PM,E041588,,,,Yes Please,,,,,,,,,,,,,,,
4/19/15,,11:21:52 PM,E046572,,,,Clarification,,,,,,,,,,,,,,,
4/20/15,,8:56:05 AM,E041588,,,,Add following email,,,,,,,,,,,,,,,
4/21/15,,4:16:06 AM,E046571,,,,Extended automation,,,,,,,,,,,,,,,
4/20/15,,10:51:20 AM,E040832,,,,One more clarification Please,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2876082,Member Impl -- USAA Exception Research,,,,,SUBMITTED,,3,4/13/15,10:11:14 AM,,E041588,,,MRSOWN,4/21/15,4:55:47 AM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
1630 - USAA FEDERAL SAVINGS BANK,,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Program Configuration,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the worklog entries,,,,,,,,,,,,,,,,,,,,,,
Date,,,Created By,,,,Summary,,,,,,,,,,,,,,,
4/21/15,,9:23:21 AM,E041588,,,,Thank You,,,,,,,,,,,,,,,
4/17/15,,7:28:22 AM,E041890,,,,Assigning to Batch Team for further investigation,,,,,,,,,,,,,,,
4/20/15,,1:53:09 PM,E041588,,,,Bhuvaneswaran Please Clarify,,,,,,,,,,,,,,,
4/18/15,,12:01:35 AM,E046571,,,,Details provided,,,,,,,,,,,,,,,
4/21/15,,4:51:55 AM,E046571,,,,Clarification,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
The activity details,,,,,,,,,,,,,,,,,,,,,,
Activity,Summary,,,,,Status,,Priority,Actual Start,,,Owner,,Owner Group,Responsible Group,Status Date,,,,Environment,,Org Rec ID
ACT2877626,ICA addition to MTF and PROD MRS for program setup,,,,,SUBMITTED,,3,4/14/15,7:24:00 AM,,E049704,,,CISMEA,4/14/15,1:06:38 PM,,,,,
,,,,,,,,,,,,,,,,,,,,,,
All the specifications,,,,,,,,,,,,,,,,,,,,,,
Alphanumeric Value,,,,,,,,,,,,,Attribute,,,,,,,,,
0001 - New Member (Not yet defined),,,,,,,,,,,,,MRSCUSTOMER,,,,,,,,,
Program Configuration,,,,,,,,,,,,,MRSIMACCOMP,,,,,,,,,
Data Update,,,,,,,,,,,,,MRSREQUEST,,,,,,,,,
